id,codigo,codigo_siars,nome_abreviado,designacao,objetivo,formula,unidade_de_medida,output,estado_do_indicador,area,subarea,dimensao,tipo_de_indicador,area_clinica,inclusao_de_utentes_no_indicador,prazo_para_registos,link,nome_indicador,min_aceitavel,min_esperado,max_esperado,max_aceitavel,intervalo_aceitavel,intervalo_esperado,indexing,id_sdm
149,6.02.02,6.2M,"Percent. hipertensos >= 25A, c/ vacina tétano",Percentagem de hipertensos com 25 ou mais anos com vacinação antitetânica atualizada,"Monitorizar o programa de hipertensão: parâmetro ""vacina antitetânica""",AA / BB x 100,%,Proporção de utentes com hipertensão arterial,Descontinuado em Dezembro de 2014,,,,Processo,Hipertensão Arterial,Utentes inscritos em pelo menos um dia do período em análise,5 dias,https://sdm.min-saude.pt/BI.aspx?id=149&CLUSTERS=S,,,,,,,,"149 percent. hipertensos >= 25a, c/ vacina tetano percentagem de hipertensos com 25 ou mais anos com vacinacao antitetanica atualizada nan nan nan processo hipertensao arterial",[149](https://sdm.min-saude.pt/BI.aspx?id=149&CLUSTERS=S)
150,6.04.02,6.4,Percent. grávidas c/ consulta RP efetuada,Percentagem de grávidas com revisão do puerpério efetuada,"Monitorização do programa de vigilância em saúde materna. Parâmetro ""consulta médica de revisão do puerpério"".",AA / BB x 100,%,Proporção de grávidas,Descontinuado em Dezembro de 2016,,,,Processo,Saúde Materna,Utentes inscritos em pelo menos um dia do período em análise,5 dias,https://sdm.min-saude.pt/BI.aspx?id=150&CLUSTERS=S,,,,,,,,150 percent. gravidas c/ consulta rp efetuada percentagem de gravidas com revisao do puerperio efetuada nan nan nan processo saude materna,[150](https://sdm.min-saude.pt/BI.aspx?id=150&CLUSTERS=S)
151,6.09.02,6.9,Percent. gráv. vigiadas c/ consulta méd. 1º trim.,Percentagem de primeiras consultas de gravidez no primeiro trimestre (vigiadas),"Monitorização do programa de vigilância em saúde materna. Parâmetro ""1ª consulta no 1º trimestre de gestação"".",AA / BB x 100,%,Proporção de grávidas,Descontinuado em Dezembro de 2014,,,,Processo,Saúde Materna,Utentes inscritos em pelo menos um dia do período em análise,5 dias,https://sdm.min-saude.pt/BI.aspx?id=151&CLUSTERS=S,,,,,,,,151 percent. grav. vigiadas c/ consulta med. 1o trim. percentagem de primeiras consultas de gravidez no primeiro trimestre (vigiadas) nan nan nan processo saude materna,[151](https://sdm.min-saude.pt/BI.aspx?id=151&CLUSTERS=S)
152,6.09.03,6.9M,Percent. prim. consult. gravid. 1º trim.,Percentagem de primeiras consultas de gravidez no primeiro trimestre,"Monitorização do programa de vigilância em saúde materna. Parâmetro ""1ª consulta no 1º trimestre de gestação"".",AA / BB x 100,%,Proporção de grávidas,Descontinuado em Dezembro de 2016,,,,Processo,Saúde Materna,Utentes inscritos em pelo menos um dia do período em análise,5 dias,https://sdm.min-saude.pt/BI.aspx?id=152&CLUSTERS=S,,,,,,,,152 percent. prim. consult. gravid. 1o trim. percentagem de primeiras consultas de gravidez no primeiro trimestre nan nan nan processo saude materna,[152](https://sdm.min-saude.pt/BI.aspx?id=152&CLUSTERS=S)
153,7.06.04,7.6,"Despesa medic. prescritos, por utiliz. (PVP)",Despesa média de medicamentos prescritos por utente utilizador (baseado no PVP),"Monitorizar programa de prescrição de fármacos. Parâmetro ""despesa em medicamentos prescritos""",AA / BB,€ / UTI,Despesa com medicamentos,Descontinuado em Dezembro de 2016,,,,Resultado,Transversal,Utentes utilizadores durante o período em análise,30 dias,https://sdm.min-saude.pt/BI.aspx?id=153&CLUSTERS=S,,,,,,,,"153 despesa medic. prescritos, por utiliz. (pvp) despesa media de medicamentos prescritos por utente utilizador (baseado no pvp) nan nan nan resultado transversal",[153](https://sdm.min-saude.pt/BI.aspx?id=153&CLUSTERS=S)
154,7.06.05,7.6 d1,"Despesa medic. faturados, por utiliz. do SNS (PVP)","Despesa média de medicamentos faturados, por utente utilizador do SNS (baseado no PVP)","Monitorizar programa de prescrição de fármacos. Parâmetro ""despesa em medicamentos faturados a utentes do SNS""",AA / BB,€ / UTI,Despesa com medicamentos,Descontinuado em Dezembro de 2016,,,,Resultado,Transversal,Utentes utilizadores durante o período em análise,30 dias,https://sdm.min-saude.pt/BI.aspx?id=154&CLUSTERS=S,,,,,,,,"154 despesa medic. faturados, por utiliz. do sns (pvp) despesa media de medicamentos faturados, por utente utilizador do sns (baseado no pvp) nan nan nan resultado transversal",[154](https://sdm.min-saude.pt/BI.aspx?id=154&CLUSTERS=S)
155,7.06.06,7.6 d2,"Despesa med. prescritos, por utiliz. SNS (V.Comp)","Despesa média de medicamentos prescritos, por utente utilizador do SNS (baseado no valor comparticipado)","Monitorizar programa de prescrição de fármacos. Parâmetro ""despesa em medicamentos prescritos a utilizadores do SNS - valor comparticipado""",AA / BB,€ / UTI,Despesa com medicamentos,Descontinuado em Dezembro de 2016,,,,Resultado,Transversal,Utentes utilizadores durante o período em análise,30 dias,https://sdm.min-saude.pt/BI.aspx?id=155&CLUSTERS=S,,,,,,,,"155 despesa med. prescritos, por utiliz. sns (v.comp) despesa media de medicamentos prescritos, por utente utilizador do sns (baseado no valor comparticipado) nan nan nan resultado transversal",[155](https://sdm.min-saude.pt/BI.aspx?id=155&CLUSTERS=S)
156,7.09.03,7.6 d3,Percent. consumo medic. genér. (quantid. embal.),Percentagem consumo (quantidade de embalagens) de medicamentos genéricos,"Monitorizar programa de prescrição de fármacos. Parâmetro ""proporção de embalagens de genéricos""",AA / BB x 100,%,Proporção de embalagens,Descontinuado em Dezembro de 2014,,,,Processo,Transversal,Utentes utilizadores durante o período em análise,30 dias,https://sdm.min-saude.pt/BI.aspx?id=156&CLUSTERS=S,,,,,,,,156 percent. consumo medic. gener. (quantid. embal.) percentagem consumo (quantidade de embalagens) de medicamentos genericos nan nan nan processo transversal,[156](https://sdm.min-saude.pt/BI.aspx?id=156&CLUSTERS=S)
157,7.06.08,7.6 d4,"Custo medic. faturados, por utiliz. (PVP)",Custo médio de medicamentos faturados por utilizador (baseado no PVP),"Monitorizar programa de prescrição de fármacos. Parâmetro ""despesa de medicamentos faturados, baseados no PVP""",AA / BB,€ / UTI,Despesa com medicamentos,Descontinuado em Dezembro de 2016,,,,Resultado,Transversal,Utentes utilizadores durante o período em análise,30 dias,https://sdm.min-saude.pt/BI.aspx?id=157&CLUSTERS=S,,,,,,,,"157 custo medic. faturados, por utiliz. (pvp) custo medio de medicamentos faturados por utilizador (baseado no pvp) nan nan nan resultado transversal",[157](https://sdm.min-saude.pt/BI.aspx?id=157&CLUSTERS=S)
158,7.06.09,7.6 d5,"Despesa medic. fatur., por utiliz. (v. compart.)","Despesa média de medicamentos faturados, por utente utilizador (baseado no valor comparticipado pelo SNS)","Monitorizar programa de prescrição de fármacos. Parâmetro ""despesa em medicamentos faturados, baseado no valor comparticipado pelo SNS""",AA / BB,€ / UTI,Despesa com medicamentos,Descontinuado em Dezembro de 2014,,,,Resultado,Transversal,Utentes utilizadores durante o período em análise,30 dias,https://sdm.min-saude.pt/BI.aspx?id=158&CLUSTERS=S,,,,,,,,"158 despesa medic. fatur., por utiliz. (v. compart.) despesa media de medicamentos faturados, por utente utilizador (baseado no valor comparticipado pelo sns) nan nan nan resultado transversal",[158](https://sdm.min-saude.pt/BI.aspx?id=158&CLUSTERS=S)
159,7.07.03,7.7,"Despesa MCDT prescrit., por utiliz. (p. conv.)","Despesa média de MCDT prescritos, por utente utilizador (baseado no preço convencionado)","Monitorizar programa de prescrição de MCDT. Parâmetro ""despesa em MCDT prescritos""",AA / BB,€ / UTI,Despesa com MCDT,Descontinuado em Dezembro de 2014,,,,Resultado,Transversal,Utentes utilizadores durante o período em análise,5 dias,https://sdm.min-saude.pt/BI.aspx?id=159&CLUSTERS=S,,,,,,,,"159 despesa mcdt prescrit., por utiliz. (p. conv.) despesa media de mcdt prescritos, por utente utilizador (baseado no preco convencionado) nan nan nan resultado transversal",[159](https://sdm.min-saude.pt/BI.aspx?id=159&CLUSTERS=S)
160,7.07.04,7.7 d1,Custo MCDT fatur. p/ util. SNS (p. conv. s/ TM),"Custo médio de MCDT faturados, por utente utilizador do SNS (baseado no preço convencionado líquido da taxa moderadora)","Monitorizar programa de prescrição de MCDT. Parâmetro ""despesa em MCDT faturados, por utilizador do SNS""",AA / BB,€ / UTI,Despesa com MCDT,Descontinuado em Dezembro de 2014,,,,Resultado,Transversal,Utentes utilizadores durante o período em análise,30 dias,https://sdm.min-saude.pt/BI.aspx?id=160&CLUSTERS=S,,,,,,,,"160 custo mcdt fatur. p/ util. sns (p. conv. s/ tm) custo medio de mcdt faturados, por utente utilizador do sns (baseado no preco convencionado liquido da taxa moderadora) nan nan nan resultado transversal",[160](https://sdm.min-saude.pt/BI.aspx?id=160&CLUSTERS=S)
161,5.28.02,8.1,"Percent. cons. méd. presenciais, com ICPC-2",Percentagem consultas médicas presenciais com codificação ICPC2,"Monitorizar a qualidade dos registos clínicos. Parâmetro ""Codificação do A do SOAP pela ICPC-2""",AA / BB x 100,%,Proporção de consultas,Descontinuado em Dezembro de 2014,,,,Processo,Transversal,Utentes utilizadores durante o período em análise,5 dias,https://sdm.min-saude.pt/BI.aspx?id=161&CLUSTERS=S,,,,,,,,"161 percent. cons. med. presenciais, com icpc-2 percentagem consultas medicas presenciais com codificacao icpc2 nan nan nan processo transversal",[161](https://sdm.min-saude.pt/BI.aspx?id=161&CLUSTERS=S)
162,2.06.02,8.10,Percent. hipertensos com compromisso vigilância,"Percentagem de utentes com hipertensão arterial, com compromisso de vigilância","Monitorizar o programa de hipertensão. Parâmetro ""utentes com hipertensão arterial vigiados na unidade de saúde""",AA / BB x 100,%,Proporção de utentes com hipertensão arterial,Descontinuado em Dezembro de 2014,,,,Estrutura,Hipertensão Arterial,Utentes inscritos em pelo menos um dia do período em análise,5 dias,https://sdm.min-saude.pt/BI.aspx?id=162&CLUSTERS=S,,,,,,,,"162 percent. hipertensos com compromisso vigilancia percentagem de utentes com hipertensao arterial, com compromisso de vigilancia nan nan nan estrutura hipertensao arterial",[162](https://sdm.min-saude.pt/BI.aspx?id=162&CLUSTERS=S)
163,7.10.01,8.11,Rácio despesa cefalospor. e antibiót. prescritos,"Rácio entre a despesa com cefalosporinas e antibióticos prescritos (pelo PVP, a utentes do SNS)","Monitorizar programa de prescrição de fármacos. Parâmetro ""despesa com cefalosporinas""",AA / BB x 100,%,Proporção de despesa,Descontinuado em Dezembro de 2016,,,,Processo,Transversal,Utentes utilizadores durante o período em análise,5 dias,https://sdm.min-saude.pt/BI.aspx?id=163&CLUSTERS=S,,,,,,,,"163 racio despesa cefalospor. e antibiot. prescritos racio entre a despesa com cefalosporinas e antibioticos prescritos (pelo pvp, a utentes do sns) nan nan nan processo transversal",[163](https://sdm.min-saude.pt/BI.aspx?id=163&CLUSTERS=S)
164,7.10.03,8.12,Rácio despesa quinolonas e antibiót. prescritos,"Rácio entre a despesa com quinolonas e antibióticos prescritos (pelo PVP, a utentes do SNS)","Monitorizar programa de prescrição de fármacos. Parâmetro ""despesa com quinolonas""",AA / BB x 100,%,Proporção de despesa,Descontinuado em Dezembro de 2016,,,,Processo,Transversal,Utentes utilizadores durante o período em análise,5 dias,https://sdm.min-saude.pt/BI.aspx?id=164&CLUSTERS=S,,,,,,,,"164 racio despesa quinolonas e antibiot. prescritos racio entre a despesa com quinolonas e antibioticos prescritos (pelo pvp, a utentes do sns) nan nan nan processo transversal",[164](https://sdm.min-saude.pt/BI.aspx?id=164&CLUSTERS=S)
165,7.09.02,8.13,Percent. consumo medic. genér. (em valor financ.),Percentagem consumo de medicamentos genéricos em valor financeiro no consumo total de medicamentos,"Monitorizar programa de prescrição de fármacos. Parâmetro ""proporção de faturação em genéricos""",AA / BB x 100,%,Proporção de despesa,Descontinuado em Dezembro de 2016,,,,Processo,Transversal,Utentes utilizadores durante o período em análise,30 dias,https://sdm.min-saude.pt/BI.aspx?id=165&CLUSTERS=S,,,,,,,,165 percent. consumo medic. gener. (em valor financ.) percentagem consumo de medicamentos genericos em valor financeiro no consumo total de medicamentos nan nan nan processo transversal,[165](https://sdm.min-saude.pt/BI.aspx?id=165&CLUSTERS=S)
166,7.10.02,8.14,Rácio despesa cefalospor. e antibiót. faturados,"Rácio entre a despesa com cefalosporinas e antibióticos faturados (pelo PVP, a utentes do SNS)","Monitorizar programa de prescrição de fármacos. Parâmetro ""despesa com cefalosporinas""",AA / BB x 100,%,Proporção de despesa,Descontinuado em Dezembro de 2016,,,,Processo,Transversal,Utentes utilizadores durante o período em análise,30 dias,https://sdm.min-saude.pt/BI.aspx?id=166&CLUSTERS=S,,,,,,,,"166 racio despesa cefalospor. e antibiot. faturados racio entre a despesa com cefalosporinas e antibioticos faturados (pelo pvp, a utentes do sns) nan nan nan processo transversal",[166](https://sdm.min-saude.pt/BI.aspx?id=166&CLUSTERS=S)
167,7.10.04,8.15,Rácio despesa quinolonas e antibiót. fatur. (SNS),"Rácio entre a despesa com quinolonas e antibióticos faturados (pelo PVP, a utentes do SNS)","Monitorizar programa de prescrição de fármacos. Parâmetro ""despesa com quinolonas""",AA / BB x 100,%,Proporção de despesa,Descontinuado em Dezembro de 2016,,,,Processo,Transversal,Utentes utilizadores durante o período em análise,30 dias,https://sdm.min-saude.pt/BI.aspx?id=167&CLUSTERS=S,,,,,,,,"167 racio despesa quinolonas e antibiot. fatur. (sns) racio entre a despesa com quinolonas e antibioticos faturados (pelo pvp, a utentes do sns) nan nan nan processo transversal",[167](https://sdm.min-saude.pt/BI.aspx?id=167&CLUSTERS=S)
168,7.08.02,8.16,Rácio despesa faturada DPP-4 e antidiabét. orais,"Rácio entre a despesa faturada com inibidores DPP-4 e a faturada com antidiabéticos não insulínicos, em doentes com Diabetes Mellitus tipo 2","Monitorizar o programa de diabetes. Parâmetro ""Rácio de despesa faturada com terapêutica com inibidores DPP-4"".",AA / BB x 100,%,Rácio de despesas,Descontinuado em Dezembro de 2016,,,,Processo,Diabetes Mellitus,Utentes inscritos em pelo menos um dia do período em análise,30 dias,https://sdm.min-saude.pt/BI.aspx?id=168&CLUSTERS=S,,,,,,,,"168 racio despesa faturada dpp-4 e antidiabet. orais racio entre a despesa faturada com inibidores dpp-4 e a faturada com antidiabeticos nao insulinicos, em doentes com diabetes mellitus tipo 2 nan nan nan processo diabetes mellitus",[168](https://sdm.min-saude.pt/BI.aspx?id=168&CLUSTERS=S)
169,5.21.02,8.17,"Consumo ansio., sedat., hipnót. ou antides.","Consumo de medicamentos ansiolíticos, hipnóticos, sedativos e antidepressivos, em DDD por 1000 residentes por dia","Monitorizar o programa de prescrição de fármacos e o programa de saúde mental. Parâmetro ""Prescrição de ansiolíticos, sedativos e hipnóticos e antidepressivos"".",AA / BB x 1.000,DDD / 1.000 residentes /dia,DDD / 1.000 residentes /dia,Descontinuado em Dezembro de 2016,,,,Processo,Saúde Mental,Utentes inscritos em pelo menos um dia do período em análise,30 dias,https://sdm.min-saude.pt/BI.aspx?id=169&CLUSTERS=S,,,,,,,,"169 consumo ansio., sedat., hipnot. ou antides. consumo de medicamentos ansioliticos, hipnoticos, sedativos e antidepressivos, em ddd por 1000 residentes por dia nan nan nan processo saude mental",[169](https://sdm.min-saude.pt/BI.aspx?id=169&CLUSTERS=S)
170,6.26.02,8.2,Percent. grávidas c/ 6+ cons. médicas vigil.,Percentagem de grávidas com 6 ou mais consultas médicas em saúde materna,"Monitorização do Programa de Vigilância em Saúde Materna, área de acesso às consultas de médicas de saúde materna.",AA / BB x 100,%,Proporção de grávidas,Descontinuado em Dezembro de 2014,,,,Processo,Saúde Materna,Utentes inscritos em pelo menos um dia do período em análise,30 dias,https://sdm.min-saude.pt/BI.aspx?id=170&CLUSTERS=S,,,,,,,,170 percent. gravidas c/ 6+ cons. medicas vigil. percentagem de gravidas com 6 ou mais consultas medicas em saude materna nan nan nan processo saude materna,[170](https://sdm.min-saude.pt/BI.aspx?id=170&CLUSTERS=S)
171,6.37.02,8.3,"Percent. crianças 6A, c/ ex. global saúde","Percentagem de crianças, com 6 anos completos, que realizaram o exame global de saúde","Monitorizar o programa de saúde infantil (coorte dos 6 anos). Parâmetro ""exame global de saúde""",AA / BB x 100,%,Proporção de crianças,Descontinuado em Dezembro de 2016,,,,Processo,Saúde Infantil e Juvenil,Utentes inscritos em pelo menos um dia do período em análise,5 dias,https://sdm.min-saude.pt/BI.aspx?id=171&CLUSTERS=S,,,,,,,,"171 percent. criancas 6a, c/ ex. global saude percentagem de criancas, com 6 anos completos, que realizaram o exame global de saude nan nan nan processo saude infantil e juvenil",[171](https://sdm.min-saude.pt/BI.aspx?id=171&CLUSTERS=S)
172,6.01.18,8.4,Percent. de utilizadores com vacina antitetânica,Percentagem de utilizadores com vacina antitetânica atualizada,Monitorizar o cumprimento do Programa Nacional de Vacinação (PNV) nos utentes com inscrição ativa - coorte dos 14 anos.,AA / BB x 100,%,Proporção de utentes,Descontinuado em Dezembro de 2016,,,,Processo,Saúde de adultos,Utentes inscritos em pelo menos um dia do período em análise,5 dias,https://sdm.min-saude.pt/BI.aspx?id=172&CLUSTERS=S,,,,,,,,172 percent. de utilizadores com vacina antitetanica percentagem de utilizadores com vacina antitetanica atualizada nan nan nan processo saude de adultos,[172](https://sdm.min-saude.pt/BI.aspx?id=172&CLUSTERS=S)
